verse_key,eng
2SA.14.33,"Joab went to the king and reported this to him. Then the king called for Absalom, and Absalom came to the king. He bowed low out of respect, nose to the ground before the king. Then the king kissed Absalom."
2SA.14.4,"When the woman from Tekoa came to the king, she fell facedown, bowing low out of respect. King, help me! she said."
2SA.14.5,What is wrong? the king asked her. Its terrible! she said. I am a widow; my husband is dead.
2SA.14.6,"Your servant had two sons, but the two of them fought in the field. No one could separate them, and one struck the other and killed him."
2SA.14.7,"Now the entire clan has turned against your servant. They say, Hand over the one who killed his brother so we can execute him for murdering his brother, even though we would destroy the heir as well. So they would snuff out the one ember I have left, leaving my husband without name or descendant on the earth."
2SA.14.8,"The king said to the woman, Return home, and I will issue an order in your behalf."
2SA.14.9,"The woman of Tekoa said to the king, My master and king, let the guilt be on me and on my fathers household. The king and his throne are innocent."
2SA.15.1,"Some time later, Absalom got a chariot and horses for his own use, along with fifty men to run ahead of him."
2SA.15.10,"But Absalom sent secret agents throughout the tribes of Israel with this message: When you hear the sound of the trumpet, then say, Absalom has become king in Hebron."
2SA.15.11,Two hundred invited guests went with Absalom from Jerusalem. They were innocent and knew nothing of this matter when they went.
2SA.15.12,"While Absalom was offering the sacrifices, he summoned Davids advisor Ahithophel, who was from Giloh, to come from his hometown. So the conspiracy grew stronger, and Absaloms following grew."
2SA.15.13,"A messenger came to David, reporting, The hearts of the Israelites have gone over to Absalom."
2SA.15.14,"Then David told all the servants who were with him in Jerusalem, Come on! We have to run for it, or we wont be able to escape Absalom. Hurry, or he will catch up with us in no time, destroy us, and attack the city with the sword."
2SA.15.15,"The kings servants said to him, Your servants are ready to do whatever our master the king decides."
2SA.15.16,"So the king left, with his entire household following him, but he left ten secondary wives behind to take care of the palace."
2SA.15.17,"So the king left, with all his people following him, and they stopped at the last house."
2SA.15.18,"All the kings servants marched past him, as did all the Cherethites, all the Pelethites, and the six hundred Gittites who had followed him from Gath."
2SA.15.19,"The king said to Ittai the Gittite, Why are you coming with us too? Go back! Stay with King Absalom. You are a foreigner and an exile from your own country."
2SA.15.2,"Absalom would get up early and stand by the side of the road that went through the city gate. Whenever anyone had a lawsuit to bring before the king for judgment, Absalom would call to him, What city are you from? When the person said, Your servant is from one of the tribes of Israel."
2SA.15.20,"You just got here yesterday. So today should I make you wander around with us while I go wherever I have to go? No. Go back, and take your relatives with you. May the LORD show you loyal love and faithfulness."
2SA.15.21,"But Ittai answered the king, As surely as the LORD lives and as surely as my master the king lives, wherever my master the king may be, facing death or facing life, your servant will be there too."
2SA.15.22,"Okay then, David replied to Ittai. Keep marching! So Ittai the Gittite and all of his men and all the little children with him marched past."
2SA.15.23,"The whole countryside cried loudly as all the troops marched past. The king crossed the Kidron Valley, and all the troops passed by on the Olive road into the wilderness."
2SA.15.24,"Zadok was there too, along with all the Levites carrying the chest containing Gods covenant. They set Gods chest down, and Abiathar offered sacrifices until all the troops had finished marching out of the city."
2SA.15.25,"Then the king said to Zadok, Carry Gods chest back into the city. If the LORD thinks well of me, then he will bring me back and let me see it and its home again."
2SA.15.26,"But if God says, Im not pleased with you, then I am ready. Let him do to me whatever pleases him."
2SA.15.27,"Do you understand? the king said to the priest Zadok. Go back to the city in safety—you and Abiathar with your two sons, your son Ahimaaz and Abiathars son Jonathan."
2SA.15.28,I will be waiting in the desert plains until you send word telling me what to do.
2SA.15.29,So Zadok and Abiathar took Gods chest back to Jerusalem and stayed there.
2SA.15.3,"then Absalom would say to him, No doubt your claims are correct and valid, but the king wont listen to you."
2SA.15.30,"But David, his head covered, walked barefoot up the slope of the Mount of Olives crying. All the people who were with him covered their heads too and cried as they went up."
2SA.15.31,"David was told that Ahithophel was also among the conspirators with Absalom, so he prayed, Please, LORD, make Ahithophels advice foolish."
2SA.15.32,"When David came to the summit where people used to worship God, Hushai from Erek met him. Hushais clothes were ripped, and dirt was on his head."
2SA.15.33,"David said to him, If you come with me, you will be a burden to me."
2SA.15.34,"But if you return to the city and say to Absalom, King, I am your servant! Please spare my life! I was your fathers servant in the past, but now I am your servant, then you can help me by countering Ahithophels advice."
2SA.15.35,The priests Zadok and Abiathar will be with you there. So report everything you hear in the kings palace to the priests Zadok and Abiathar.
2SA.15.36,"Their two sons, Zadoks son Ahimaaz and Abiathars son Jonathan, are also there. Use them to report to me everything you hear."
2SA.15.37,"So Davids friend Hushai went into Jerusalem, just as Absalom was entering the city."
2SA.15.4,"If only I were made a judge in the land, Absalom would continue, then anyone with a lawsuit could come to me, and I would give them justice."
2SA.15.5,"Whenever anyone came near to Absalom, bowing low out of respect, he would reach his hand out, grab them, and kiss them."
2SA.15.6,This is how Absalom treated every Israelite who came to the king seeking justice. This is how Absalom stole the hearts of the Israelites.
2SA.15.7,"At the end of four years, Absalom said to the king, Please let me go to Hebron so I can fulfill a promise I made to the LORD."
2SA.15.8,"Your servant made this promise when I lived in Geshur, in Aram. I promised that if the LORD would bring me back to Jerusalem, then I would worship the LORD in Hebron."
2SA.15.9,"Go in peace, the king said. So Absalom left and went to Hebron."
2SA.16.1,"When David had passed a short distance beyond the summit, Ziba, Mephibosheths servant, met him with a pair of saddled donkeys loaded with two hundred loaves of bread, one hundred bunches of raisins, one hundred figs, and a jar of wine."
